anon_customer,FirstPurchaseDate,Country,FirstPurchaseYear,FirstPurchaseMonth,FirstPurchaseYearMonth,Continent
Customer-1306,2011-02-04 10:31:00,Japan,2011,2,2011-02,Asia
Customer-1307,2011-02-04 10:38:00,Switzerland,2011,2,2011-02,Europe
Customer-1308,2011-02-04 11:40:00,United Kingdom,2011,2,2011-02,Europe
Customer-1309,2011-02-04 11:43:00,United Kingdom,2011,2,2011-02,Europe
Customer-131,2010-12-02 14:09:00,United Kingdom,2010,12,2010-12,Europe
Customer-1310,2011-02-04 11:48:00,United Kingdom,2011,2,2011-02,Europe
Customer-1311,2011-02-04 11:52:00,United Kingdom,2011,2,2011-02,Europe
Customer-1312,2011-02-04 11:54:00,United Kingdom,2011,2,2011-02,Europe
Customer-1313,2011-02-04 12:18:00,United Kingdom,2011,2,2011-02,Europe
Customer-1314,2011-02-04 12:29:00,United Kingdom,2011,2,2011-02,Europe
Customer-1315,2011-02-04 12:36:00,United Kingdom,2011,2,2011-02,Europe
Customer-1316,2011-02-04 12:37:00,United Kingdom,2011,2,2011-02,Europe
Customer-1317,2011-02-04 14:03:00,United Kingdom,2011,2,2011-02,Europe
Customer-1318,2011-02-04 14:04:00,United Kingdom,2011,2,2011-02,Europe
Customer-1319,2011-02-04 14:46:00,United Kingdom,2011,2,2011-02,Europe
Customer-132,2010-12-02 14:26:00,United Kingdom,2010,12,2010-12,Europe
Customer-1320,2011-02-04 14:51:00,United Kingdom,2011,2,2011-02,Europe
Customer-1321,2011-02-04 15:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1322,2011-02-06 12:49:00,United Kingdom,2011,2,2011-02,Europe
Customer-1323,2011-02-06 14:46:00,United Kingdom,2011,2,2011-02,Europe
Customer-1324,2011-02-06 14:56:00,United Kingdom,2011,2,2011-02,Europe
Customer-1325,2011-02-06 16:08:00,United Kingdom,2011,2,2011-02,Europe
Customer-1326,2011-02-07 09:15:00,United Kingdom,2011,2,2011-02,Europe
Customer-1327,2011-02-07 09:36:00,United Kingdom,2011,2,2011-02,Europe
Customer-1328,2011-02-07 09:48:00,United Kingdom,2011,2,2011-02,Europe
Customer-1329,2011-02-07 10:14:00,United Kingdom,2011,2,2011-02,Europe
Customer-133,2010-12-02 14:30:00,United Kingdom,2010,12,2010-12,Europe
Customer-1330,2011-02-07 11:20:00,United Kingdom,2011,2,2011-02,Europe
Customer-1331,2011-02-07 11:42:00,United Kingdom,2011,2,2011-02,Europe
Customer-1332,2011-02-07 12:24:00,United Kingdom,2011,2,2011-02,Europe
Customer-1333,2011-02-07 12:27:00,United Kingdom,2011,2,2011-02,Europe
Customer-1334,2011-02-07 13:13:00,United Kingdom,2011,2,2011-02,Europe
Customer-1335,2011-02-07 13:15:00,Cyprus,2011,2,2011-02,Europe
Customer-1336,2011-02-07 13:18:00,United Kingdom,2011,2,2011-02,Europe
Customer-1337,2011-02-07 13:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1338,2011-02-07 14:16:00,United Kingdom,2011,2,2011-02,Europe
Customer-1339,2011-02-07 14:53:00,United Kingdom,2011,2,2011-02,Europe
Customer-134,2010-12-02 14:40:00,United Kingdom,2010,12,2010-12,Europe
Customer-1340,2011-02-08 10:12:00,United Kingdom,2011,2,2011-02,Europe
Customer-1341,2011-02-08 10:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1342,2011-02-08 11:31:00,Poland,2011,2,2011-02,Europe
Customer-1343,2011-02-08 13:28:00,France,2011,2,2011-02,Europe
Customer-1344,2011-02-08 14:45:00,United Kingdom,2011,2,2011-02,Europe
Customer-1345,2011-02-08 14:58:00,United Kingdom,2011,2,2011-02,Europe
Customer-1346,2011-02-08 15:42:00,United Kingdom,2011,2,2011-02,Europe
Customer-1347,2011-02-08 15:48:00,United Kingdom,2011,2,2011-02,Europe
Customer-1348,2011-02-08 17:16:00,United Kingdom,2011,2,2011-02,Europe
Customer-1349,2011-02-09 10:19:00,United Kingdom,2011,2,2011-02,Europe
Customer-135,2010-12-02 14:42:00,United Kingdom,2010,12,2010-12,Europe
Customer-1350,2011-02-09 11:38:00,United Kingdom,2011,2,2011-02,Europe
Customer-1351,2011-02-09 12:08:00,United Kingdom,2011,2,2011-02,Europe
Customer-1352,2011-02-09 13:25:00,United Kingdom,2011,2,2011-02,Europe
Customer-1353,2011-02-09 13:37:00,United Kingdom,2011,2,2011-02,Europe
Customer-1354,2011-02-09 13:50:00,Belgium,2011,2,2011-02,Europe
Customer-1355,2011-02-09 14:44:00,Spain,2011,2,2011-02,Europe
Customer-1356,2011-02-09 15:33:00,United Kingdom,2011,2,2011-02,Europe
Customer-1357,2011-02-10 09:21:00,United Kingdom,2011,2,2011-02,Europe
Customer-1358,2011-02-10 10:18:00,United Kingdom,2011,2,2011-02,Europe
Customer-1359,2011-02-10 10:40:00,United Kingdom,2011,2,2011-02,Europe
Customer-136,2010-12-02 14:47:00,United Kingdom,2010,12,2010-12,Europe
Customer-1360,2011-02-10 11:16:00,United Kingdom,2011,2,2011-02,Europe
Customer-1361,2011-02-10 11:39:00,Germany,2011,2,2011-02,Europe
Customer-1362,2011-02-10 12:13:00,United Kingdom,2011,2,2011-02,Europe
Customer-1363,2011-02-10 12:15:00,United Kingdom,2011,2,2011-02,Europe
Customer-1364,2011-02-10 12:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1365,2011-02-10 13:06:00,United Kingdom,2011,2,2011-02,Europe
Customer-1366,2011-02-10 14:30:00,United Kingdom,2011,2,2011-02,Europe
Customer-1367,2011-02-10 14:51:00,United Kingdom,2011,2,2011-02,Europe
Customer-1368,2011-02-10 15:40:00,United Kingdom,2011,2,2011-02,Europe
Customer-1369,2011-02-10 17:19:00,United Kingdom,2011,2,2011-02,Europe
Customer-137,2010-12-02 15:00:00,United Kingdom,2010,12,2010-12,Europe
Customer-1370,2011-02-11 08:45:00,United Kingdom,2011,2,2011-02,Europe
Customer-1371,2011-02-11 10:38:00,United Kingdom,2011,2,2011-02,Europe
Customer-1372,2011-02-11 10:57:00,United Kingdom,2011,2,2011-02,Europe
Customer-1373,2011-02-11 11:40:00,United Kingdom,2011,2,2011-02,Europe
Customer-1374,2011-02-11 12:22:00,United Kingdom,2011,2,2011-02,Europe
Customer-1375,2011-02-11 12:45:00,Germany,2011,2,2011-02,Europe
Customer-1376,2011-02-11 12:49:00,United Kingdom,2011,2,2011-02,Europe
Customer-1377,2011-02-11 14:26:00,United Kingdom,2011,2,2011-02,Europe
Customer-1378,2011-02-11 15:39:00,United Kingdom,2011,2,2011-02,Europe
Customer-1379,2011-02-11 16:19:00,United Kingdom,2011,2,2011-02,Europe
Customer-138,2010-12-02 15:03:00,United Kingdom,2010,12,2010-12,Europe
Customer-1380,2011-02-13 11:36:00,United Kingdom,2011,2,2011-02,Europe
Customer-1381,2011-02-13 12:17:00,United Kingdom,2011,2,2011-02,Europe
Customer-1382,2011-02-13 12:41:00,United Kingdom,2011,2,2011-02,Europe
Customer-1383,2011-02-13 14:16:00,United Kingdom,2011,2,2011-02,Europe
Customer-1384,2011-02-13 14:40:00,United Kingdom,2011,2,2011-02,Europe
Customer-1385,2011-02-13 15:18:00,United Kingdom,2011,2,2011-02,Europe
Customer-1386,2011-02-13 16:05:00,United Kingdom,2011,2,2011-02,Europe
Customer-1387,2011-02-14 09:24:00,United Kingdom,2011,2,2011-02,Europe
Customer-1388,2011-02-14 09:24:00,Spain,2011,2,2011-02,Europe
Customer-1389,2011-02-14 09:31:00,United Kingdom,2011,2,2011-02,Europe
Customer-139,2010-12-02 15:14:00,United Kingdom,2010,12,2010-12,Europe
Customer-1390,2011-02-14 10:10:00,United Kingdom,2011,2,2011-02,Europe
Customer-1391,2011-02-14 10:52:00,United Kingdom,2011,2,2011-02,Europe
Customer-1392,2011-02-14 12:36:00,United Kingdom,2011,2,2011-02,Europe
Customer-1393,2011-02-14 12:46:00,United Arab Emirates,2011,2,2011-02,Middle East
Customer-1394,2011-02-14 13:21:00,United Kingdom,2011,2,2011-02,Europe
Customer-1395,2011-02-14 14:03:00,United Kingdom,2011,2,2011-02,Europe
Customer-1396,2011-02-14 14:14:00,United Kingdom,2011,2,2011-02,Europe
Customer-1397,2011-02-14 14:29:00,United Kingdom,2011,2,2011-02,Europe
Customer-1398,2011-02-14 14:39:00,United Kingdom,2011,2,2011-02,Europe
Customer-1399,2011-02-14 15:15:00,United Kingdom,2011,2,2011-02,Europe
Customer-14,2010-12-01 10:39:00,United Kingdom,2010,12,2010-12,Europe
Customer-140,2010-12-02 15:18:00,United Kingdom,2010,12,2010-12,Europe
Customer-1400,2011-02-15 09:20:00,United Kingdom,2011,2,2011-02,Europe
Customer-1401,2011-02-15 09:46:00,United Kingdom,2011,2,2011-02,Europe
Customer-1402,2011-02-15 09:59:00,United Kingdom,2011,2,2011-02,Europe
Customer-1403,2011-02-15 10:40:00,United Kingdom,2011,2,2011-02,Europe
Customer-1404,2011-02-15 10:49:00,United Kingdom,2011,2,2011-02,Europe
Customer-1405,2011-02-15 11:30:00,United Kingdom,2011,2,2011-02,Europe
Customer-1406,2011-02-15 12:48:00,United Kingdom,2011,2,2011-02,Europe
Customer-1407,2011-02-15 13:08:00,United Kingdom,2011,2,2011-02,Europe
Customer-1408,2011-02-15 13:52:00,United Kingdom,2011,2,2011-02,Europe
Customer-1409,2011-02-15 14:02:00,United Kingdom,2011,2,2011-02,Europe
Customer-141,2010-12-02 15:19:00,United Kingdom,2010,12,2010-12,Europe
Customer-1410,2011-02-15 14:17:00,France,2011,2,2011-02,Europe
Customer-1411,2011-02-15 14:30:00,United Kingdom,2011,2,2011-02,Europe
Customer-1412,2011-02-15 16:27:00,United Kingdom,2011,2,2011-02,Europe
Customer-1413,2011-02-16 08:37:00,United Kingdom,2011,2,2011-02,Europe
Customer-1414,2011-02-16 09:08:00,United Kingdom,2011,2,2011-02,Europe
Customer-1415,2011-02-16 09:11:00,United Kingdom,2011,2,2011-02,Europe
Customer-1416,2011-02-16 09:25:00,United Kingdom,2011,2,2011-02,Europe
Customer-1417,2011-02-16 09:45:00,United Kingdom,2011,2,2011-02,Europe
Customer-1418,2011-02-16 09:56:00,Cyprus,2011,2,2011-02,Europe
Customer-1419,2011-02-16 10:47:00,United Kingdom,2011,2,2011-02,Europe
Customer-142,2010-12-02 15:39:00,United Kingdom,2010,12,2010-12,Europe
Customer-1420,2011-02-16 10:50:00,United Kingdom,2011,2,2011-02,Europe
Customer-1421,2011-02-16 10:53:00,Israel,2011,2,2011-02,Middle East
Customer-1422,2011-02-16 11:18:00,United Kingdom,2011,2,2011-02,Europe
Customer-1423,2011-02-16 12:33:00,Norway,2011,2,2011-02,Europe
Customer-1424,2011-02-16 12:46:00,Denmark,2011,2,2011-02,Europe
Customer-1425,2011-02-16 12:47:00,United Kingdom,2011,2,2011-02,Europe
Customer-1426,2011-02-16 12:49:00,United Kingdom,2011,2,2011-02,Europe
Customer-1427,2011-02-16 13:00:00,United Kingdom,2011,2,2011-02,Europe
Customer-1428,2011-02-16 14:44:00,United Kingdom,2011,2,2011-02,Europe
Customer-1429,2011-02-16 14:56:00,United Kingdom,2011,2,2011-02,Europe
Customer-143,2010-12-02 15:40:00,United Kingdom,2010,12,2010-12,Europe
Customer-1430,2011-02-16 15:13:00,United Kingdom,2011,2,2011-02,Europe
Customer-1431,2011-02-17 10:30:00,Belgium,2011,2,2011-02,Europe
Customer-1432,2011-02-17 11:05:00,United Kingdom,2011,2,2011-02,Europe
Customer-1433,2011-02-17 11:58:00,United Kingdom,2011,2,2011-02,Europe
Customer-1434,2011-02-17 12:01:00,United Kingdom,2011,2,2011-02,Europe
Customer-1435,2011-02-17 12:21:00,United Kingdom,2011,2,2011-02,Europe
Customer-1436,2011-02-17 12:29:00,United Kingdom,2011,2,2011-02,Europe
Customer-1437,2011-02-17 13:16:00,Germany,2011,2,2011-02,Europe
Customer-1438,2011-02-17 13:57:00,United Kingdom,2011,2,2011-02,Europe
Customer-1439,2011-02-17 14:04:00,United Kingdom,2011,2,2011-02,Europe
Customer-144,2010-12-02 15:46:00,United Kingdom,2010,12,2010-12,Europe
Customer-1440,2011-02-17 14:17:00,United Kingdom,2011,2,2011-02,Europe
Customer-1441,2011-02-17 14:51:00,United Kingdom,2011,2,2011-02,Europe
Customer-1442,2011-02-17 15:03:00,United Kingdom,2011,2,2011-02,Europe
Customer-1443,2011-02-17 15:50:00,United Kingdom,2011,2,2011-02,Europe
Customer-1444,2011-02-17 16:35:00,United Kingdom,2011,2,2011-02,Europe
Customer-1445,2011-02-18 08:34:00,United Kingdom,2011,2,2011-02,Europe
Customer-1446,2011-02-18 08:47:00,United Kingdom,2011,2,2011-02,Europe
Customer-1447,2011-02-18 09:04:00,United Kingdom,2011,2,2011-02,Europe
Customer-1448,2011-02-18 09:43:00,United Kingdom,2011,2,2011-02,Europe
Customer-1449,2011-02-18 10:42:00,United Kingdom,2011,2,2011-02,Europe
Customer-145,2010-12-02 15:49:00,United Kingdom,2010,12,2010-12,Europe
Customer-1450,2011-02-18 10:53:00,France,2011,2,2011-02,Europe
Customer-1451,2011-02-18 11:18:00,United Kingdom,2011,2,2011-02,Europe
Customer-1452,2011-02-18 11:53:00,United Kingdom,2011,2,2011-02,Europe
Customer-1453,2011-02-18 12:02:00,United Kingdom,2011,2,2011-02,Europe
Customer-1454,2011-02-18 12:31:00,United Kingdom,2011,2,2011-02,Europe
Customer-1455,2011-02-18 14:18:00,United Kingdom,2011,2,2011-02,Europe
Customer-1456,2011-02-18 15:21:00,United Kingdom,2011,2,2011-02,Europe
Customer-1457,2011-02-20 10:29:00,United Kingdom,2011,2,2011-02,Europe
Customer-1458,2011-02-20 11:39:00,United Kingdom,2011,2,2011-02,Europe
Customer-1459,2011-02-20 12:14:00,United Kingdom,2011,2,2011-02,Europe
Customer-146,2010-12-02 15:55:00,United Kingdom,2010,12,2010-12,Europe
Customer-1460,2011-02-20 12:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1461,2011-02-20 13:13:00,United Kingdom,2011,2,2011-02,Europe
Customer-1462,2011-02-20 13:21:00,United Kingdom,2011,2,2011-02,Europe
Customer-1463,2011-02-20 14:08:00,United Kingdom,2011,2,2011-02,Europe
Customer-1464,2011-02-20 14:31:00,United Kingdom,2011,2,2011-02,Europe
Customer-1465,2011-02-20 14:38:00,United Kingdom,2011,2,2011-02,Europe
Customer-1466,2011-02-21 08:38:00,France,2011,2,2011-02,Europe
Customer-1467,2011-02-21 08:50:00,United Kingdom,2011,2,2011-02,Europe
Customer-1468,2011-02-21 09:09:00,United Kingdom,2011,2,2011-02,Europe
Customer-1469,2011-02-21 09:55:00,United Kingdom,2011,2,2011-02,Europe
Customer-147,2010-12-02 16:00:00,United Kingdom,2010,12,2010-12,Europe
Customer-1470,2011-02-21 10:36:00,United Kingdom,2011,2,2011-02,Europe
Customer-1471,2011-02-21 11:10:00,United Kingdom,2011,2,2011-02,Europe
Customer-1472,2011-02-21 12:29:00,United Kingdom,2011,2,2011-02,Europe
Customer-1473,2011-02-21 12:54:00,United Kingdom,2011,2,2011-02,Europe
Customer-1474,2011-02-21 12:58:00,United Kingdom,2011,2,2011-02,Europe
Customer-1475,2011-02-21 13:07:00,United Kingdom,2011,2,2011-02,Europe
Customer-1476,2011-02-21 13:51:00,Cyprus,2011,2,2011-02,Europe
Customer-1477,2011-02-21 14:38:00,United Kingdom,2011,2,2011-02,Europe
Customer-1478,2011-02-21 15:20:00,United Kingdom,2011,2,2011-02,Europe
Customer-1479,2011-02-21 17:35:00,United Kingdom,2011,2,2011-02,Europe
Customer-148,2010-12-02 16:12:00,United Kingdom,2010,12,2010-12,Europe
Customer-1480,2011-02-21 17:42:00,United Kingdom,2011,2,2011-02,Europe
Customer-1481,2011-02-22 11:02:00,United Kingdom,2011,2,2011-02,Europe
Customer-1482,2011-02-22 11:43:00,United Kingdom,2011,2,2011-02,Europe
Customer-1483,2011-02-22 11:46:00,United Kingdom,2011,2,2011-02,Europe
Customer-1484,2011-02-22 12:24:00,United Kingdom,2011,2,2011-02,Europe
Customer-1485,2011-02-22 12:40:00,United Kingdom,2011,2,2011-02,Europe
Customer-1486,2011-02-22 12:56:00,United Kingdom,2011,2,2011-02,Europe
Customer-1487,2011-02-22 13:02:00,United Kingdom,2011,2,2011-02,Europe
Customer-1488,2011-02-22 13:08:00,United Kingdom,2011,2,2011-02,Europe
Customer-1489,2011-02-22 13:20:00,United Kingdom,2011,2,2011-02,Europe
Customer-149,2010-12-02 16:29:00,United Kingdom,2010,12,2010-12,Europe
Customer-1490,2011-02-22 13:59:00,United Kingdom,2011,2,2011-02,Europe
Customer-1491,2011-02-22 14:10:00,United Kingdom,2011,2,2011-02,Europe
Customer-1492,2011-02-22 14:43:00,United Kingdom,2011,2,2011-02,Europe
Customer-1493,2011-02-22 14:55:00,United Kingdom,2011,2,2011-02,Europe
Customer-1494,2011-02-22 15:14:00,United Kingdom,2011,2,2011-02,Europe
Customer-1495,2011-02-22 15:46:00,United Kingdom,2011,2,2011-02,Europe
Customer-1496,2011-02-22 16:13:00,United Kingdom,2011,2,2011-02,Europe
Customer-1497,2011-02-22 17:13:00,United Kingdom,2011,2,2011-02,Europe
Customer-1498,2011-02-22 17:25:00,United Kingdom,2011,2,2011-02,Europe
Customer-1499,2011-02-23 08:29:00,United Kingdom,2011,2,2011-02,Europe
Customer-15,2010-12-01 10:47:00,United Kingdom,2010,12,2010-12,Europe
Customer-150,2010-12-02 16:34:00,United Kingdom,2010,12,2010-12,Europe
Customer-1500,2011-02-23 09:09:00,United Kingdom,2011,2,2011-02,Europe
Customer-1501,2011-02-23 09:14:00,United Kingdom,2011,2,2011-02,Europe
Customer-1502,2011-02-23 09:25:00,United Kingdom,2011,2,2011-02,Europe
Customer-1503,2011-02-23 09:38:00,United Kingdom,2011,2,2011-02,Europe
Customer-1504,2011-02-23 09:44:00,United Kingdom,2011,2,2011-02,Europe
Customer-1505,2011-02-23 10:44:00,United Kingdom,2011,2,2011-02,Europe
Customer-1506,2011-02-23 10:58:00,United Kingdom,2011,2,2011-02,Europe
Customer-1507,2011-02-23 11:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1508,2011-02-23 12:04:00,United Kingdom,2011,2,2011-02,Europe
Customer-1509,2011-02-23 12:27:00,United Kingdom,2011,2,2011-02,Europe
Customer-151,2010-12-02 16:38:00,United Kingdom,2010,12,2010-12,Europe
Customer-1510,2011-02-23 12:33:00,United Kingdom,2011,2,2011-02,Europe
Customer-1511,2011-02-23 13:37:00,United Kingdom,2011,2,2011-02,Europe
Customer-1512,2011-02-23 13:44:00,United Kingdom,2011,2,2011-02,Europe
Customer-1513,2011-02-23 13:57:00,United Kingdom,2011,2,2011-02,Europe
Customer-1514,2011-02-23 14:50:00,United Kingdom,2011,2,2011-02,Europe
Customer-1515,2011-02-23 16:37:00,United Kingdom,2011,2,2011-02,Europe
Customer-1516,2011-02-24 09:08:00,United Kingdom,2011,2,2011-02,Europe
Customer-1517,2011-02-24 09:28:00,United Kingdom,2011,2,2011-02,Europe
Customer-1518,2011-02-24 09:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1519,2011-02-24 09:36:00,United Kingdom,2011,2,2011-02,Europe
Customer-152,2010-12-02 16:42:00,United Kingdom,2010,12,2010-12,Europe
Customer-1520,2011-02-24 10:10:00,United Kingdom,2011,2,2011-02,Europe
Customer-1521,2011-02-24 10:15:00,United Kingdom,2011,2,2011-02,Europe
Customer-1522,2011-02-24 10:34:00,Saudi Arabia,2011,2,2011-02,Middle East
Customer-1523,2011-02-24 11:42:00,Finland,2011,2,2011-02,Europe
Customer-1524,2011-02-24 11:55:00,United Kingdom,2011,2,2011-02,Europe
Customer-1525,2011-02-24 12:27:00,United Kingdom,2011,2,2011-02,Europe
Customer-1526,2011-02-24 12:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1527,2011-02-24 12:41:00,United Kingdom,2011,2,2011-02,Europe
Customer-1528,2011-02-24 13:54:00,United Kingdom,2011,2,2011-02,Europe
Customer-1529,2011-02-24 14:15:00,United Kingdom,2011,2,2011-02,Europe
Customer-153,2010-12-02 16:46:00,United Kingdom,2010,12,2010-12,Europe
Customer-1530,2011-02-24 14:27:00,United Kingdom,2011,2,2011-02,Europe
Customer-1531,2011-02-24 14:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1532,2011-02-24 15:01:00,United Kingdom,2011,2,2011-02,Europe
Customer-1533,2011-02-24 15:26:00,United Kingdom,2011,2,2011-02,Europe
Customer-1534,2011-02-24 15:56:00,United Kingdom,2011,2,2011-02,Europe
Customer-1535,2011-02-24 16:46:00,United Kingdom,2011,2,2011-02,Europe
Customer-1536,2011-02-24 17:18:00,United Kingdom,2011,2,2011-02,Europe
Customer-1537,2011-02-24 18:59:00,Switzerland,2011,2,2011-02,Europe
Customer-1538,2011-02-25 08:44:00,Germany,2011,2,2011-02,Europe
Customer-1539,2011-02-25 09:01:00,United Kingdom,2011,2,2011-02,Europe
Customer-154,2010-12-02 16:59:00,United Kingdom,2010,12,2010-12,Europe
Customer-1540,2011-02-25 09:09:00,United Kingdom,2011,2,2011-02,Europe
Customer-1541,2011-02-25 10:10:00,United Kingdom,2011,2,2011-02,Europe
Customer-1542,2011-02-25 10:19:00,United Kingdom,2011,2,2011-02,Europe
Customer-1543,2011-02-25 11:32:00,United Kingdom,2011,2,2011-02,Europe
Customer-1544,2011-02-25 11:33:00,United Kingdom,2011,2,2011-02,Europe
Customer-1545,2011-02-25 11:56:00,United Kingdom,2011,2,2011-02,Europe
Customer-1546,2011-02-25 12:40:00,United Kingdom,2011,2,2011-02,Europe
Customer-1547,2011-02-25 12:48:00,United Kingdom,2011,2,2011-02,Europe
Customer-1548,2011-02-25 13:05:00,United Kingdom,2011,2,2011-02,Europe
Customer-1549,2011-02-25 13:51:00,Belgium,2011,2,2011-02,Europe
Customer-155,2010-12-02 17:12:00,United Kingdom,2010,12,2010-12,Europe
Customer-1550,2011-02-25 13:53:00,United Kingdom,2011,2,2011-02,Europe
Customer-1551,2011-02-25 14:03:00,United Kingdom,2011,2,2011-02,Europe
Customer-1552,2011-02-25 14:11:00,United Kingdom,2011,2,2011-02,Europe
Customer-1553,2011-02-25 15:21:00,United Kingdom,2011,2,2011-02,Europe
Customer-1554,2011-02-25 15:35:00,United Kingdom,2011,2,2011-02,Europe
Customer-1555,2011-02-25 16:42:00,Switzerland,2011,2,2011-02,Europe
Customer-1556,2011-02-27 10:13:00,United Kingdom,2011,2,2011-02,Europe
Customer-1557,2011-02-27 10:41:00,United Kingdom,2011,2,2011-02,Europe
Customer-1558,2011-02-27 11:42:00,United Kingdom,2011,2,2011-02,Europe
Customer-1559,2011-02-27 11:42:00,United Kingdom,2011,2,2011-02,Europe
Customer-156,2010-12-02 17:17:00,United Kingdom,2010,12,2010-12,Europe
Customer-1560,2011-02-27 11:57:00,United Kingdom,2011,2,2011-02,Europe
Customer-1561,2011-02-27 12:27:00,United Kingdom,2011,2,2011-02,Europe
Customer-1562,2011-02-27 12:41:00,United Kingdom,2011,2,2011-02,Europe
Customer-1563,2011-02-27 12:49:00,United Kingdom,2011,2,2011-02,Europe
Customer-1564,2011-02-27 13:04:00,United Kingdom,2011,2,2011-02,Europe
Customer-1565,2011-02-27 14:29:00,United Kingdom,2011,2,2011-02,Europe
Customer-1566,2011-02-27 14:44:00,United Kingdom,2011,2,2011-02,Europe
Customer-1567,2011-02-27 15:25:00,United Kingdom,2011,2,2011-02,Europe
Customer-1568,2011-02-28 08:43:00,Czech Republic,2011,2,2011-02,Europe
Customer-1569,2011-02-28 09:26:00,United Kingdom,2011,2,2011-02,Europe
Customer-157,2010-12-02 17:22:00,United Kingdom,2010,12,2010-12,Europe
Customer-1570,2011-02-28 10:07:00,United Kingdom,2011,2,2011-02,Europe
Customer-1571,2011-02-28 10:35:00,United Kingdom,2011,2,2011-02,Europe
Customer-1572,2011-02-28 10:37:00,United Kingdom,2011,2,2011-02,Europe
Customer-1573,2011-02-28 10:40:00,United Kingdom,2011,2,2011-02,Europe
